,pca1,pca2
0,-2.7893581974067434,-1.0216729206960404
1,1.716938754234802,-1.1780529385039802
2,-2.8218200867794794,-1.5629239056687336
3,0.33649978246145085,-1.4851327661817444
4,0.6100256082579423,-3.2066509837227426
5,4.171877896338318,-0.6446795648729646
6,5.600751363880795,-1.6029044824665033
7,4.026763073876308,-2.6687746043373646
8,-3.3912481391988116,-0.7553621038412298
9,2.7329939323883012,-2.2895162294600784
10,2.1664351951283844,-1.4932703635808686
11,3.418292619479016,-1.5881902538673498
12,1.80811341878174,-3.0950569417994247
13,0.7294249103312105,-3.210031622917442
14,3.9743157846946007,-2.8555372705062774
15,2.516007224004608,-2.8578960181138777
16,2.0195448875457775,-2.4772034224774826
17,2.070849886981584,-3.0941533381720063
18,2.4712737988933995,-3.068456547048054
19,2.8695473902849935,-3.4405729861316234
20,-0.7189677931326262,-2.9000561624446752
21,3.5352062453198876,-3.2518314271833146
22,4.088309788737008,-2.8395012904742924
23,1.9693225123356808,-3.7182059318928227
24,2.650573327239635,-2.885350437751072
25,3.003904317902563,-3.1197166740491507
26,4.902261113633561,-3.193088024083112
27,2.0392089283844292,-3.269686602218406
28,1.8134038785104538,-3.0756445374779235
29,3.1459807803930624,-2.573383173485064
30,2.3129648325791683,-3.10212679964692
31,2.951916149905879,-4.638616661643911
32,3.8784640064671443,-2.802976422074602
33,3.0479122173302953,-3.3226121798440684
34,2.098459792788568,-3.6374361107629842
35,-0.062097964195679506,-2.4701154287807636
36,1.5473893438885513,-3.8200532907850553
37,6.549550677236662,-6.013852487171201
38,1.1652420267438655,-2.481743912770689
39,4.402341624398204,-4.595372156530371
40,-5.683099439131288,-0.43017970328961874
41,-4.611403955612458,-0.1177836406601834
42,-3.0826894493926855,-1.4978038065513648
43,-4.765113225992477,-0.6211706793269858
44,-4.124914471833832,-1.3438430729492283
45,-5.706920212782185,-0.8252373923184819
46,-3.78649969657065,-0.4726234024131852
47,-4.823353085528777,-1.347671956613096
48,-4.185182288674873,-0.9683202036383752
49,-0.7834356965176705,-2.9133794707356517
50,-3.821152646755339,0.1596621086718202
51,-3.9078810213305517,-0.6094219614302699
52,2.0804637132329686,-1.326767637423188
53,-2.0450158224134833,0.3133729693318376
54,-4.052698152004519,0.6429775736705843
55,-2.492532990340908,0.27692581471289046
56,-0.12422108094823772,-0.7465399229844775
57,-1.2951162902241644,0.0046082364781466385
58,-1.763568864709477,-0.4457480073571588
59,-3.2736479123849263,0.8631066483578566
60,-4.128761902333911,0.39654258019977956
61,-5.811620568642406,-0.5540040262034511
62,-0.3890817748883744,-2.496837736070799
63,-3.5943076579832303,-0.7622953456724408
64,-6.481566993535333,-0.6001288739071987
65,-3.7952982162058913,-1.5651720163764167
66,-2.884207572264363,-1.4206566694959946
67,-3.488973242588218,-1.309492453673165
68,-4.568331490611162,-1.1736133459482174
69,-2.8841491013878193,-2.397215959536108
70,-2.0475501213925345,-2.0063299875223635
71,-6.237970887840436,-0.769540144860723
72,-6.325027097119853,-0.7488219922141593
73,-3.966275110176399,0.8546161864434965
74,-2.844277359318597,0.7103683727303628
75,-2.5083795438548075,1.607608074590063
76,-4.511332938244057,1.1825904639334113
77,-4.640223561834422,1.3211707304955356
78,-6.361696006012889,1.1594884628370923
79,-6.607074212414054,1.6554087680843195
80,-2.03160369523934,0.12322967199724018
81,-4.620953617732449,0.38028581075743145
82,-3.318297536650454,-0.15871512853741504
83,-5.750412483749778,1.3422196877918193
84,-3.9017651562779387,0.7027405913267705
85,3.6570106600220926,-2.7987308685767744
86,3.188563089100184,-1.3471640220863283
87,1.9234848759846683,-1.9128244230117613
88,-0.8183545382167616,-2.395114907507947
89,2.9613175358568706,-2.7462452651771967
90,3.018919418690214,-1.191807424705552
91,0.8495725467666586,-2.1657049082067097
92,3.913740274880641,-2.2605205560106465
93,-0.21058838051107076,-3.070489948755682
94,2.2862780952483415,-1.1903458975810324
95,0.7357779274113552,-1.7692673034273012
96,4.801478649848679,-5.814529970487954
97,1.0900567238687389,-1.6465769796183451
98,-4.78921818152551,-0.07223578497298967
99,0.6805768333224829,-2.2057643062093306
100,1.306635151293609,-5.764651486195842
101,2.8094334131314533,-6.591070422982117
102,-2.096249519084693,-4.371699918175186
103,3.263928520214443,-5.952388632625898
104,0.5034150996887262,-6.078931446336639
105,-0.3813979848824018,-4.430586686777838
106,0.08011391340836269,-4.872327724479793
107,1.3970703306234133,-4.4837256604536035
108,1.7677248956023082,-6.1549244388180755
109,-0.4623774108143458,-4.900726813745633
110,2.2825517601048797,-5.27771882782465
111,0.5430879693636889,-5.3047176990851925
112,5.693369585419696,-7.683461587659738
113,3.9242612404363317,-5.601496657191402
114,1.6542314561235898,-5.838259188090933
115,7.97375162905104,-8.071482066123032
116,0.6334842560942545,-5.738507806589405
117,3.1901516496662694,-5.5969778316988545
118,4.195920790398299,-5.305822676439008
119,4.312108451009512,-5.954284519773686
120,1.3759433960937215,-5.575051166257659
121,1.4138950450223065,-4.690453099840243
122,-0.2781299781057195,-4.55024745956829
123,0.22601152810866537,-5.703041541350302
124,-1.4615869102718888,-4.874203346441665
125,-2.4801690285544495,-4.545934894276029
126,3.1140172888023483,-5.35639523255466
127,-0.3663355013061212,-5.9518927464267035
128,0.4222025294983284,-4.427404452177846
129,4.42475704580608,-5.948596548009589
130,-0.07466846989429672,-4.857522664157595
131,1.056422885510217,-5.024880944102786
132,-2.1537307509399524,-5.488652759934117
133,3.999272996178981,-6.092405040175787
134,4.939852142113024,-7.686112070788214
135,1.5650928216883822,-4.5019675340945
136,2.4566386687906374,-5.108581317754792
137,2.162986507222238,-4.690860483793151
138,0.4803784700306493,-4.676391488790073
139,4.498175780542843,-4.821481042892441
140,3.203224059415911,-5.761144822922264
141,2.8065561829428014,-4.95612010234481
142,-1.482767230319205,-3.806838286952648
143,0.9275302978439909,-4.754013091399309
144,5.066615486471096,-6.651237117155147
145,0.8229404368767765,-4.53964096864387
146,-3.6234628696533973,-1.3810619276842866
147,-0.26353794031471767,-5.403001907352375
148,0.954369168555103,-1.2477588483091184
149,-2.17365232213921,-0.22587015068520885
150,-1.6174150602025428,-4.455571226511322
151,0.6362693408865546,-0.8489872681640986
152,2.642390080237107,-1.4976506009127741
153,-2.2823986587362612,-1.506663182317002
154,6.413828038136468,-4.17890160410756
155,4.389936730690322,-7.614483599008955
156,-2.3719228519878195,-0.9055881483345525
157,5.139086045517528,-5.047415276852701
158,2.422676989613739,-5.890235035264623
159,-1.4338674822206852,-3.2492414774128426
160,-1.8745516221313583,-2.3680887610645103
161,2.0798865083359352,-4.781097155740866
162,1.0535071271234517,-2.351638209292224
163,-0.02420892594667357,-5.639321882575761
164,2.0158492119107922,-3.619577499355135
165,3.662639956336833,-6.626277114796123
166,2.978518892947776,-6.904442427074232
167,4.398302126627302,-2.8951908661959864
168,0.6173823900212037,-4.511843499513974
169,1.207950441267738,-5.231194349114823
170,0.6540325315029637,-4.150547903869552
171,1.4572756309430714,-5.095900160063212
172,1.2129031109863875,-4.4574895343621455
173,3.286091683225364,-5.860351909429018
174,-0.3467526628973189,-4.230297473470971
175,4.035236122676832,-7.166978490604432
176,-0.6880747708776209,-4.195083084493457
177,3.721919780142708,-6.510813030863855
178,0.22021832727288268,-6.453706981746693
179,4.216597739932726,-7.507807805658359
180,-0.28706842825220585,-2.243165119934623
181,-0.3287276056131504,-4.374076231240918
182,1.503360621920284,-5.230816479208613
183,0.296717912205468,-6.110307695535924
184,-0.009837080382886785,-5.242678160049244
185,-0.08736443582382708,-3.3966627590131075
186,-0.3334184026485065,-3.890544386269033
187,-0.2953042152506261,-5.67554500670192
188,-0.7645569354107752,-4.441353508392091
189,7.896335052971606,-5.924473586122287
190,1.7484212418079905,-4.964322896533331
191,2.775825837851925,-4.786422311665741
192,8.179588975221757,-7.506844145547216
193,3.03278791314893,-5.640575670029357
194,0.3630135198505723,-3.7241712763680845
195,4.891315487481261,-4.7334456058129515
196,-1.0955086390631705,-2.8782606807453712
197,1.011215347535825,-5.434896962304835
198,-0.8940597205881752,-3.7166359698105955
199,-3.4764547154664935,-3.6090920822219736
200,-0.5197506945871955,2.803913674033775
201,-2.50425902913447,2.948892090288904
202,-0.49019570990829114,1.0182466697955557
203,0.6983023532653441,1.2590811841158307
204,-2.3219443205235955,2.9326334500871734
205,-1.0303107354827719,2.6472770220005613
206,-0.9961914456860808,3.124181762068431
207,-1.7025915602606747,3.1775238290292585
208,-0.20741889651808368,1.9389841403473873
209,-2.6980612161704163,3.937313080962934
210,2.782103052360231,-1.3655969431522927
211,6.488947966084736,0.15661303823534706
212,1.010194034749279,-1.0513782367143218
213,0.5299379301213386,1.051530776138713
214,0.8375900020426381,1.84944879836609
215,-2.2434006568908855,-0.7220819636066262
216,-0.6332016179084033,-2.9821504648938384
217,-0.9461661305123049,-1.4398189544410218
218,-0.07646131053556827,-0.31897199834542567
219,1.7677721839093037,-3.0302411475498072
220,1.8442793301058031,0.8306898169695998
221,0.6226837082513187,-3.5149971837006047
222,1.823020746212747,-2.2487816641169203
223,3.1827075886675362,-1.9478139541660227
224,1.9329358066334155,-1.7998072447312776
225,1.0755602020455197,-1.5687400615875626
226,2.2780688108545424,-2.027251230707371
227,-0.6467640873443002,-0.4505587296364606
228,0.1446260034997443,-2.625268737697109
229,-0.24264577240004512,-2.456593585001271
230,3.1863502194894546,-3.8317187963898798
231,0.3563558428491746,-0.39640359839156797
232,1.9763551652151412,-1.6249351284847016
233,2.024028426850455,-0.3730429571561172
234,2.901725044068815,0.7014420128807662
235,1.3813029426169292,0.54358259077586
236,2.4079689776035624,-1.8675025578903042
237,1.5068638077198717,0.2081480379841182
238,0.5499734661895735,1.2240175102172763
239,-0.33413628465106926,3.214874445100158
240,0.01986978620853738,0.21374198463071203
241,1.2260410281533276,2.3909947153927518
242,-1.2428809492787711,0.5212297650809152
243,-0.47933635861916274,1.1864701614447135
244,3.7725080749524813,-0.07993839978319987
245,2.1118575187305595,1.5179434798726301
246,0.955378633506039,-1.1097693099410175
247,-0.27921782525797634,-2.69076794617296
