,TimeShort,TimeLong,Temp
447,-0.5523613963039015,-9.411764705882353,9.7
448,-0.5468856947296372,-9.411764705882353,10.0
449,-0.5414099931553731,-9.411764705882353,7.9
450,-0.5359342915811088,-9.411764705882353,13.0
451,-0.5304585900068446,-9.411764705882353,12.3
452,-0.5249828884325805,-9.411764705882353,10.1
453,-0.5195071868583162,-9.411764705882353,14.0
454,-0.514031485284052,-9.411764705882353,15.3
455,-0.5085557837097878,-9.411764705882353,13.1
456,-0.5030800821355237,-9.411764705882353,11.6
457,-0.49760438056125944,-9.411764705882353,12.3
458,-0.4921286789869952,-9.411764705882353,10.3
459,-0.48665297741273106,-9.411764705882353,11.4
460,-0.4811772758384668,-9.411764705882353,9.4
461,-0.47570157426420256,-9.411764705882353,11.8
462,-0.47022587268993843,-9.411764705882353,14.7
463,-0.4647501711156742,-9.411764705882353,14.3
464,-0.45927446954141005,-9.411764705882353,17.9
465,-0.4537987679671458,-9.411764705882353,16.0
466,-0.44832306639288155,-9.411764705882353,18.6
467,-0.4428473648186174,-9.411764705882353,16.7
468,-0.43737166324435317,-9.411764705882353,10.9
469,-0.43189596167008903,-9.411764705882353,14.6
470,-0.4264202600958248,-9.411764705882353,10.5
471,-0.42094455852156054,-9.411764705882353,7.7
472,-0.4154688569472964,-9.411764705882353,9.7
473,-0.40999315537303216,-9.411764705882353,9.4
474,-0.4045174537987679,-9.411764705882353,8.9
475,-0.3990417522245038,-9.411764705882353,9.8
476,-0.39356605065023953,-9.411764705882353,11.7
477,-0.3880903490759754,-9.411764705882353,12.2
478,-0.38261464750171115,-9.411764705882353,12.5
479,-0.3771389459274469,-9.411764705882353,11.8
480,-0.37166324435318276,-9.411764705882353,14.6
481,-0.3661875427789185,-9.411764705882353,14.0
482,-0.3607118412046544,-9.411764705882353,12.9
483,-0.35523613963039014,-9.411764705882353,8.9
484,-0.3497604380561259,-9.411764705882353,8.7
485,-0.34428473648186175,-9.411764705882353,9.3
486,-0.3388090349075975,-9.411764705882353,12.1
487,-0.33333333333333337,-9.411764705882353,12.4
488,-0.3278576317590691,-9.411764705882353,10.8
489,-0.3223819301848049,-9.411764705882353,10.5
490,-0.31690622861054074,-9.411764705882353,10.8
491,-0.3114305270362765,-9.411764705882353,11.3
492,-0.30595482546201236,-9.411764705882353,13.6
493,-0.3004791238877481,-9.411764705882353,14.7
494,-0.29500342231348387,-9.411764705882353,16.9
495,-0.28952772073921973,-9.411764705882353,14.3
496,-0.2840520191649555,-9.411764705882353,18.9
497,-0.27857631759069135,-9.411764705882353,19.8
498,-0.2731006160164271,-9.411764705882353,14.8
499,-0.26762491444216285,-9.411764705882353,14.9
500,-0.2621492128678987,-9.411764705882353,11.6
501,-0.25667351129363447,-9.411764705882353,11.2
502,-0.25119780971937034,-9.411764705882353,15.4
503,-0.2457221081451061,-9.411764705882353,18.6
504,-0.24024640657084184,-9.411764705882353,21.7
505,-0.2347707049965777,-9.411764705882353,23.6
506,-0.22929500342231346,-9.411764705882353,20.0
507,-0.22381930184804932,-9.411764705882353,18.1
508,-0.21834360027378508,-9.411764705882353,20.1
509,-0.21286789869952083,-9.411764705882353,19.0
510,-0.2073921971252567,-9.411764705882353,16.4
511,-0.20191649555099245,-9.411764705882353,19.4
512,-0.1964407939767283,-9.411764705882353,16.2
513,-0.19096509240246407,-9.411764705882353,12.1
514,-0.18548939082819982,-9.411764705882353,11.8
515,-0.18001368925393568,-9.411764705882353,12.6
516,-0.17453798767967144,-9.411764705882353,13.1
517,-0.1690622861054073,-9.411764705882353,14.3
518,-0.16358658453114305,-9.411764705882353,13.9
519,-0.1581108829568788,-9.411764705882353,15.7
520,-0.15263518138261467,-9.411764705882353,14.2
521,-0.14715947980835042,-9.411764705882353,16.8
522,-0.1416837782340863,-9.411764705882353,13.8
523,-0.13620807665982204,-9.411764705882353,15.5
524,-0.1307323750855578,-9.411764705882353,17.5
525,-0.12525667351129366,-9.411764705882353,17.7
526,-0.11978097193702941,-9.411764705882353,16.0
527,-0.11430527036276528,-9.411764705882353,18.2
528,-0.10882956878850103,-9.411764705882353,16.4
529,-0.10335386721423678,-9.411764705882353,17.2
530,-0.09787816563997265,-9.411764705882353,13.3
531,-0.0924024640657084,-9.411764705882353,15.3
532,-0.08692676249144426,-9.411764705882353,15.9
533,-0.08145106091718002,-9.411764705882353,14.0
534,-0.07597535934291577,-9.411764705882353,16.7
535,-0.07049965776865164,-9.411764705882353,18.7
536,-0.06502395619438739,-9.411764705882353,20.3
537,-0.05954825462012325,-9.411764705882353,18.0
538,-0.054072553045859006,-9.411764705882353,14.8
539,-0.04859685147159476,-9.411764705882353,17.3
540,-0.043121149897330624,-9.411764705882353,18.7
541,-0.03764544832306638,-9.411764705882353,19.1
542,-0.03216974674880224,-9.411764705882353,19.4
543,-0.026694045174537995,-9.411764705882353,20.8
544,-0.021218343600273748,-9.411764705882353,20.4
545,-0.015742642026009612,-9.411764705882353,21.7
546,-0.010266940451745366,-9.411764705882353,21.5
547,-0.00479123887748123,-9.411764705882353,20.8
548,0.000684462696783017,-9.411764705882353,23.2
549,0.006160164271047153,-9.411764705882353,26.6
550,0.01163586584531151,-9.411764705882353,26.2
551,0.017111567419575646,-9.411764705882353,23.0
552,0.022587268993839782,-9.411764705882353,25.0
553,0.02806297056810414,-9.411764705882353,19.4
554,0.033538672142368275,-9.411764705882353,21.2
555,0.03901437371663241,-9.411764705882353,24.7
556,0.04449007529089655,-9.411764705882353,26.2
557,0.049965776865160905,-9.411764705882353,19.1
558,0.05544147843942504,-9.411764705882353,20.3
559,0.060917180013689176,-9.411764705882353,23.2
560,0.06639288158795353,-9.411764705882353,20.0
561,0.07186858316221767,-9.411764705882353,20.5
562,0.0773442847364818,-9.411764705882353,19.9
563,0.08281998631074616,-9.411764705882353,21.2
564,0.0882956878850103,-9.411764705882353,18.2
565,0.09377138945927443,-9.411764705882353,22.6
566,0.09924709103353857,-9.411764705882353,21.2
567,0.10472279260780293,-9.411764705882353,22.8
568,0.11019849418206706,-9.411764705882353,22.8
569,0.1156741957563312,-9.411764705882353,18.2
570,0.12114989733059556,-9.411764705882353,19.8
571,0.1266255989048597,-9.411764705882353,23.7
572,0.13210130047912383,-9.411764705882353,24.2
573,0.1375770020533882,-9.411764705882353,24.3
574,0.14305270362765232,-9.411764705882353,27.4
575,0.14852840520191646,-9.411764705882353,18.4
576,0.1540041067761806,-9.411764705882353,23.0
577,0.15947980835044495,-9.411764705882353,24.2
578,0.1649555099247091,-9.411764705882353,25.9
579,0.17043121149897322,-9.411764705882353,22.5
580,0.17590691307323758,-9.411764705882353,23.8
581,0.18138261464750172,-9.411764705882353,21.5
582,0.18685831622176585,-9.411764705882353,21.9
583,0.1923340177960302,-9.411764705882353,21.9
584,0.19780971937029435,-9.411764705882353,23.0
585,0.20328542094455848,-9.411764705882353,23.2
586,0.20876112251882262,-9.411764705882353,23.2
587,0.21423682409308697,-9.411764705882353,20.7
588,0.2197125256673511,-9.411764705882353,22.7
589,0.22518822724161525,-9.411764705882353,22.6
590,0.2306639288158796,-9.411764705882353,24.4
591,0.23613963039014374,-9.411764705882353,24.1
592,0.24161533196440788,-9.411764705882353,22.9
593,0.24709103353867223,-9.411764705882353,22.4
594,0.25256673511293637,-9.411764705882353,21.1
595,0.2580424366872005,-9.411764705882353,23.9
596,0.26351813826146464,-9.411764705882353,24.7
597,0.268993839835729,-9.411764705882353,26.7
598,0.27446954140999313,-9.411764705882353,23.1
599,0.27994524298425727,-9.411764705882353,16.5
600,0.2854209445585216,-9.411764705882353,22.5
601,0.29089664613278576,-9.411764705882353,23.6
602,0.2963723477070499,-9.411764705882353,25.7
603,0.30184804928131426,-9.411764705882353,25.2
604,0.3073237508555784,-9.411764705882353,21.1
605,0.31279945242984253,-9.411764705882353,23.0
606,0.3182751540041069,-9.411764705882353,24.9
607,0.323750855578371,-9.411764705882353,26.1
608,0.32922655715263516,-9.411764705882353,26.2
609,0.3347022587268993,-9.411764705882353,25.5
610,0.34017796030116365,-9.411764705882353,24.4
611,0.3456536618754278,-9.411764705882353,23.8
612,0.3511293634496919,-9.411764705882353,23.4
613,0.3566050650239563,-9.411764705882353,20.0
614,0.3620807665982204,-9.411764705882353,20.7
615,0.36755646817248455,-9.411764705882353,23.0
616,0.3730321697467489,-9.411764705882353,22.8
617,0.37850787132101305,-9.411764705882353,23.6
618,0.3839835728952772,-9.411764705882353,19.0
619,0.3894592744695413,-9.411764705882353,21.0
620,0.3949349760438057,-9.411764705882353,23.3
621,0.4004106776180698,-9.411764705882353,23.3
622,0.40588637919233395,-9.411764705882353,21.1
623,0.4113620807665983,-9.411764705882353,21.3
624,0.41683778234086244,-9.411764705882353,21.3
625,0.4223134839151266,-9.411764705882353,20.0
626,0.42778918548939093,-9.411764705882353,20.2
