#=Quote,EventSymbol,EventTime,BidTime,BidExchangeCode,BidPrice,BidSize,AskTime,AskExchangeCode,AskPrice,AskSize
Quote,AAPL,20190807-083815.447-0500,20190807-083815-0500,X,195.63,1,20190807-083815-0500,P,195.67,3
Quote,AAPL,20190807-083815.454-0500,20190807-083815-0500,X,195.63,1,20190807-083815-0500,N,195.67,3
Quote,AAPL,20190807-083815.454-0500,20190807-083815-0500,X,195.63,1,20190807-083815-0500,P,195.68,3
Quote,AAPL,20190807-083815.454-0500,20190807-083815-0500,X,195.63,1,20190807-083815-0500,P,195.68,4
Quote,AAPL,20190807-083815.454-0500,20190807-083815-0500,X,195.63,1,20190807-083815-0500,P,195.68,5
Quote,AAPL,20190807-083815.460-0500,20190807-083815-0500,X,195.63,1,20190807-083815-0500,P,195.68,4
Quote,AAPL,20190807-083815.464-0500,20190807-083815-0500,X,195.63,1,20190807-083815-0500,Q,195.66,1
Quote,AAPL,20190807-083815.464-0500,20190807-083815-0500,X,195.63,1,20190807-083815-0500,Q,195.66,2
Quote,AAPL,20190807-083815.464-0500,20190807-083815-0500,X,195.63,1,20190807-083815-0500,Q,195.66,3
Quote,AAPL,20190807-083815.491-0500,20190807-083815-0500,Z,195.63,1,20190807-083815-0500,Q,195.66,3
Quote,AAPL,20190807-083815.491-0500,20190807-083815-0500,Z,195.63,1,20190807-083815-0500,Q,195.66,2
Quote,AAPL,20190807-083815.491-0500,20190807-083815-0500,Z,195.63,1,20190807-083815-0500,Q,195.66,1
Quote,AAPL,20190807-083815.491-0500,20190807-083815-0500,Z,195.63,1,20190807-083815-0500,P,195.68,4
Quote,AAPL,20190807-083815.491-0500,20190807-083815-0500,J,195.63,1,20190807-083815-0500,P,195.68,4
Quote,AAPL,20190807-083815.610-0500,20190807-083815-0500,J,195.63,1,20190807-083815-0500,N,195.67,1
Quote,AAPL,20190807-083815.610-0500,20190807-083815-0500,J,195.63,1,20190807-083815-0500,N,195.67,2
Quote,AAPL,20190807-083815.610-0500,20190807-083815-0500,J,195.63,1,20190807-083815-0500,N,195.67,3
Quote,AAPL,20190807-083815.680-0500,20190807-083815-0500,J,195.63,1,20190807-083815-0500,N,195.67,2
Quote,AAPL,20190807-083815.777-0500,20190807-083815-0500,P,195.63,6,20190807-083815-0500,N,195.67,2
Quote,AAPL,20190807-083815.799-0500,20190807-083815-0500,P,195.63,6,20190807-083815-0500,N,195.67,1
Quote,AAPL,20190807-083815.920-0500,20190807-083815-0500,Q,195.65,1,20190807-083815-0500,N,195.67,1
Quote,AAPL,20190807-083815.920-0500,20190807-083815-0500,N,195.65,1,20190807-083815-0500,N,195.67,1
Quote,AAPL,20190807-083815.921-0500,20190807-083815-0500,N,195.65,2,20190807-083815-0500,N,195.67,1
Quote,AAPL,20190807-083815.921-0500,20190807-083815-0500,N,195.65,2,20190807-083815-0500,N,195.68,3
Quote,AAPL,20190807-083815.922-0500,20190807-083815-0500,N,195.65,2,20190807-083815-0500,P,195.69,4
Quote,AAPL,20190807-083815.922-0500,20190807-083815-0500,N,195.65,2,20190807-083815-0500,Q,195.69,3
Quote,AAPL,20190807-083815.922-0500,20190807-083815-0500,N,195.65,2,20190807-083815-0500,N,195.69,4
Quote,AAPL,20190807-083815.925-0500,20190807-083815-0500,N,195.65,2,20190807-083815-0500,Q,195.69,3
Quote,AAPL,20190807-083815.935-0500,20190807-083815-0500,N,195.65,2,20190807-083815-0500,Q,195.69,5
Quote,AAPL,20190807-083815.935-0500,20190807-083815-0500,N,195.65,2,20190807-083815-0500,Q,195.69,6
Quote,AAPL,20190807-083815.949-0500,20190807-083815-0500,N,195.65,2,20190807-083815-0500,Q,195.69,5
Quote,AAPL,20190807-083816.548-0500,20190807-083815-0500,N,195.65,2,20190807-083816-0500,Q,195.68,1
Quote,AAPL,20190807-083816.548-0500,20190807-083815-0500,N,195.65,2,20190807-083816-0500,Q,195.68,2
Quote,AAPL,20190807-083816.548-0500,20190807-083815-0500,N,195.65,2,20190807-083816-0500,Q,195.68,3
Quote,AAPL,20190807-083816.549-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,Q,195.68,3
Quote,AAPL,20190807-083816.549-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,Q,195.68,2
Quote,AAPL,20190807-083816.549-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,Q,195.68,1
Quote,AAPL,20190807-083816.549-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,P,195.69,4
Quote,AAPL,20190807-083816.550-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,N,195.68,1
Quote,AAPL,20190807-083816.550-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,N,195.68,2
Quote,AAPL,20190807-083816.550-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,N,195.68,3
Quote,AAPL,20190807-083816.551-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,N,195.68,2
Quote,AAPL,20190807-083816.551-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,N,195.68,1
Quote,AAPL,20190807-083816.551-0500,20190807-083816-0500,V,195.65,2,20190807-083816-0500,P,195.69,4
Quote,AAPL,20190807-083816.551-0500,20190807-083816-0500,V,195.65,1,20190807-083816-0500,P,195.69,4
Quote,AAPL,20190807-083816.553-0500,20190807-083816-0500,N,195.67,2,20190807-083816-0500,P,195.69,4
Quote,AAPL,20190807-083816.553-0500,20190807-083816-0500,N,195.67,2,20190807-083816-0500,N,195.69,4
Quote,AAPL,20190807-083816.554-0500,20190807-083816-0500,N,195.67,2,20190807-083816-0500,P,195.69,4
Quote,AAPL,20190807-083816.554-0500,20190807-083816-0500,N,195.67,2,20190807-083816-0500,Q,195.69,3
Quote,AAPL,20190807-083816.554-0500,20190807-083816-0500,J,195.67,2,20190807-083816-0500,Q,195.69,3
Quote,AAPL,20190807-083816.562-0500,20190807-083816-0500,N,195.67,2,20190807-083816-0500,Q,195.69,3
Quote,AAPL,20190807-083816.563-0500,20190807-083816-0500,N,195.67,2,20190807-083816-0500,N,195.69,4
Quote,AAPL,20190807-083816.563-0500,20190807-083816-0500,N,195.67,1,20190807-083816-0500,N,195.69,4
Quote,AAPL,20190807-083816.563-0500,20190807-083816-0500,V,195.67,1,20190807-083816-0500,N,195.69,5
Quote,AAPL,20190807-083816.563-0500,20190807-083816-0500,N,195.67,1,20190807-083816-0500,N,195.69,5
Quote,AAPL,20190807-083816.566-0500,20190807-083816-0500,N,195.65,1,20190807-083816-0500,N,195.69,5
Quote,AAPL,20190807-083816.566-0500,20190807-083816-0500,N,195.65,1,20190807-083816-0500,Q,195.68,1
Quote,AAPL,20190807-083816.566-0500,20190807-083816-0500,N,195.65,1,20190807-083816-0500,Q,195.67,1
Quote,AAPL,20190807-083816.568-0500,20190807-083816-0500,N,195.65,1,20190807-083816-0500,N,195.68,9
Quote,AAPL,20190807-083816.568-0500,20190807-083816-0500,V,195.65,1,20190807-083816-0500,N,195.68,9
Quote,AAPL,20190807-083816.568-0500,20190807-083816-0500,A,195.64,1,20190807-083816-0500,N,195.68,9
Quote,AAPL,20190807-083816.578-0500,20190807-083816-0500,A,195.64,1,20190807-083816-0500,N,195.68,8
Quote,AAPL,20190807-083816.578-0500,20190807-083816-0500,A,195.64,1,20190807-083816-0500,P,195.68,7
Quote,AAPL,20190807-083816.578-0500,20190807-083816-0500,A,195.64,1,20190807-083816-0500,N,195.68,1
Quote,AAPL,20190807-083816.578-0500,20190807-083816-0500,A,195.64,1,20190807-083816-0500,N,195.68,4
Quote,AAPL,20190807-083816.814-0500,20190807-083816-0500,A,195.64,1,20190807-083816-0500,N,195.67,1
Quote,AAPL,20190807-083816.814-0500,20190807-083816-0500,A,195.64,1,20190807-083816-0500,N,195.67,2
Quote,AAPL,20190807-083816.929-0500,20190807-083816-0500,N,195.64,2,20190807-083816-0500,N,195.67,2
Quote,AAPL,20190807-083816.929-0500,20190807-083816-0500,N,195.64,2,20190807-083816-0500,V,195.67,1
Quote,AAPL,20190807-083816.930-0500,20190807-083816-0500,N,195.64,3,20190807-083816-0500,V,195.67,1
Quote,AAPL,20190807-083816.931-0500,20190807-083816-0500,N,195.64,3,20190807-083816-0500,X,195.68,4
Quote,AAPL,20190807-083816.936-0500,20190807-083816-0500,N,195.64,3,20190807-083816-0500,P,195.68,3
Quote,AAPL,20190807-083817.072-0500,20190807-083816-0500,N,195.64,3,20190807-083817-0500,Q,195.67,1
Quote,AAPL,20190807-083817.072-0500,20190807-083817-0500,A,195.64,2,20190807-083817-0500,Q,195.67,1
Quote,AAPL,20190807-083817.072-0500,20190807-083817-0500,A,195.64,2,20190807-083817-0500,N,195.67,2
Quote,AAPL,20190807-083817.072-0500,20190807-083817-0500,A,195.64,2,20190807-083817-0500,P,195.66,1
Quote,AAPL,20190807-083817.072-0500,20190807-083817-0500,A,195.64,2,20190807-083817-0500,Q,195.66,2
Quote,AAPL,20190807-083817.072-0500,20190807-083817-0500,A,195.64,2,20190807-083817-0500,Q,195.66,3
Quote,AAPL,20190807-083817.072-0500,20190807-083817-0500,A,195.64,2,20190807-083817-0500,Q,195.65,1
Quote,AAPL,20190807-083817.072-0500,20190807-083817-0500,N,195.64,2,20190807-083817-0500,Q,195.65,1
Quote,AAPL,20190807-083817.076-0500,20190807-083817-0500,N,195.64,2,20190807-083817-0500,P,195.65,1
Quote,AAPL,20190807-083817.092-0500,20190807-083817-0500,P,195.63,6,20190807-083817-0500,P,195.65,1
Quote,AAPL,20190807-083817.149-0500,20190807-083817-0500,P,195.63,6,20190807-083817-0500,Q,195.64,1
Quote,AAPL,20190807-083817.149-0500,20190807-083817-0500,P,195.63,6,20190807-083817-0500,Q,195.64,2
Quote,AAPL,20190807-083817.149-0500,20190807-083817-0500,P,195.63,6,20190807-083817-0500,Q,195.64,3
Quote,AAPL,20190807-083817.149-0500,20190807-083817-0500,P,195.63,1,20190807-083817-0500,Q,195.64,3
Quote,AAPL,20190807-083817.149-0500,20190807-083817-0500,N,195.61,3,20190807-083817-0500,Q,195.64,3
Quote,AAPL,20190807-083817.149-0500,20190807-083817-0500,Q,195.61,2,20190807-083817-0500,Q,195.64,3
Quote,AAPL,20190807-083817.149-0500,20190807-083817-0500,Q,195.61,2,20190807-083817-0500,Q,195.64,4
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,Q,195.61,2,20190807-083817-0500,Q,195.64,5
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,Q,195.61,2,20190807-083817-0500,Q,195.63,2
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,Q,195.61,1,20190807-083817-0500,Q,195.63,2
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,Q,195.61,1,20190807-083817-0500,N,195.63,7
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,Q,195.58,2,20190807-083817-0500,N,195.63,7
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,Q,195.58,2,20190807-083817-0500,Q,195.61,1
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,Q,195.58,1,20190807-083817-0500,Q,195.61,1
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,Q,195.59,1,20190807-083817-0500,Q,195.61,1
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,P,195.57,3,20190807-083817-0500,Q,195.61,1
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,P,195.57,3,20190807-083817-0500,Q,195.6,1
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,P,195.57,3,20190807-083817-0500,Q,195.6,2
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,P,195.57,3,20190807-083817-0500,Q,195.6,3
Quote,AAPL,20190807-083817.150-0500,20190807-083817-0500,P,195.57,3,20190807-083817-0500,Q,195.6,4
Quote,AAPL,20190807-083817.151-0500,20190807-083817-0500,N,195.57,3,20190807-083817-0500,Q,195.6,4
Quote,AAPL,20190807-083817.151-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,Q,195.6,4
Quote,AAPL,20190807-083817.151-0500,20190807-083817-0500,N,195.58,1,20190807-083817-0500,Q,195.6,4
Quote,AAPL,20190807-083817.151-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,Q,195.6,4
Quote,AAPL,20190807-083817.165-0500,20190807-083817-0500,N,195.57,1,20190807-083817-0500,Q,195.6,4
Quote,AAPL,20190807-083817.165-0500,20190807-083817-0500,Q,195.56,4,20190807-083817-0500,Q,195.6,4
Quote,AAPL,20190807-083817.181-0500,20190807-083817-0500,Q,195.56,4,20190807-083817-0500,Q,195.6,3
Quote,AAPL,20190807-083817.182-0500,20190807-083817-0500,Q,195.56,4,20190807-083817-0500,Q,195.6,2
Quote,AAPL,20190807-083817.182-0500,20190807-083817-0500,Q,195.56,4,20190807-083817-0500,Z,195.6,2
Quote,AAPL,20190807-083817.182-0500,20190807-083817-0500,Q,195.56,4,20190807-083817-0500,V,195.6,1
Quote,AAPL,20190807-083817.182-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,V,195.6,1
Quote,AAPL,20190807-083817.182-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,V,195.6,1
Quote,AAPL,20190807-083817.183-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,N,195.61,6
Quote,AAPL,20190807-083817.254-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,N,195.61,4
Quote,AAPL,20190807-083817.266-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,N,195.61,5
Quote,AAPL,20190807-083817.343-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,P,195.61,6
Quote,AAPL,20190807-083817.343-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,P,195.61,7
Quote,AAPL,20190807-083817.343-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,P,195.61,8
Quote,AAPL,20190807-083817.343-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,P,195.61,7
Quote,AAPL,20190807-083817.343-0500,20190807-083817-0500,Z,195.57,2,20190807-083817-0500,P,195.61,6
Quote,AAPL,20190807-083817.365-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,P,195.61,6
Quote,AAPL,20190807-083817.473-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,N,195.61,5
Quote,AAPL,20190807-083817.542-0500,20190807-083817-0500,N,195.59,1,20190807-083817-0500,N,195.61,5
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,N,195.59,1,20190807-083817-0500,Q,195.6,1
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,N,195.59,1,20190807-083817-0500,P,195.6,2
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,P,195.6,2
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,N,195.6,6
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,N,195.6,7
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,N,195.6,8
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,N,195.6,9
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,N,195.6,10
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,N,195.56,2,20190807-083817-0500,N,195.6,10
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,N,195.56,2,20190807-083817-0500,Q,195.59,1
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,Q,195.56,3,20190807-083817-0500,Q,195.59,1
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,Q,195.56,3,20190807-083817-0500,Q,195.59,2
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,Q,195.56,3,20190807-083817-0500,Q,195.59,3
Quote,AAPL,20190807-083817.543-0500,20190807-083817-0500,N,195.57,1,20190807-083817-0500,Q,195.59,3
Quote,AAPL,20190807-083817.544-0500,20190807-083817-0500,Q,195.56,3,20190807-083817-0500,Q,195.59,3
Quote,AAPL,20190807-083817.593-0500,20190807-083817-0500,Q,195.56,3,20190807-083817-0500,Q,195.59,2
Quote,AAPL,20190807-083817.593-0500,20190807-083817-0500,Q,195.56,3,20190807-083817-0500,Q,195.59,1
Quote,AAPL,20190807-083817.593-0500,20190807-083817-0500,Q,195.56,3,20190807-083817-0500,V,195.59,1
Quote,AAPL,20190807-083817.622-0500,20190807-083817-0500,Q,195.56,3,20190807-083817-0500,N,195.6,7
Quote,AAPL,20190807-083817.660-0500,20190807-083817-0500,Q,195.56,2,20190807-083817-0500,N,195.6,7
Quote,AAPL,20190807-083817.766-0500,20190807-083817-0500,Q,195.56,2,20190807-083817-0500,Q,195.59,1
Quote,AAPL,20190807-083817.766-0500,20190807-083817-0500,Q,195.56,2,20190807-083817-0500,N,195.6,7
Quote,AAPL,20190807-083817.766-0500,20190807-083817-0500,Q,195.56,2,20190807-083817-0500,Q,195.59,1
Quote,AAPL,20190807-083817.766-0500,20190807-083817-0500,Q,195.56,2,20190807-083817-0500,Q,195.59,2
Quote,AAPL,20190807-083817.822-0500,20190807-083817-0500,B,195.56,5,20190807-083817-0500,Q,195.59,2
Quote,AAPL,20190807-083817.891-0500,20190807-083817-0500,B,195.56,5,20190807-083817-0500,Q,195.59,1
Quote,AAPL,20190807-083817.891-0500,20190807-083817-0500,B,195.56,5,20190807-083817-0500,V,195.59,1
Quote,AAPL,20190807-083817.891-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,V,195.59,1
Quote,AAPL,20190807-083817.892-0500,20190807-083817-0500,Q,195.57,1,20190807-083817-0500,N,195.6,7
Quote,AAPL,20190807-083817.922-0500,20190807-083817-0500,B,195.56,3,20190807-083817-0500,N,195.6,7
Quote,AAPL,20190807-083817.922-0500,20190807-083817-0500,B,195.56,3,20190807-083817-0500,Q,195.59,1
Quote,AAPL,20190807-083817.922-0500,20190807-083817-0500,B,195.56,3,20190807-083817-0500,Q,195.59,2
Quote,AAPL,20190807-083817.922-0500,20190807-083817-0500,B,195.56,3,20190807-083817-0500,Q,195.59,3
Quote,AAPL,20190807-083817.923-0500,20190807-083817-0500,B,195.56,3,20190807-083817-0500,N,195.59,4
Quote,AAPL,20190807-083817.923-0500,20190807-083817-0500,B,195.56,3,20190807-083817-0500,N,195.59,5
Quote,AAPL,20190807-083817.937-0500,20190807-083817-0500,B,195.56,3,20190807-083817-0500,N,195.59,4
Quote,AAPL,20190807-083817.952-0500,20190807-083817-0500,B,195.56,3,20190807-083817-0500,V,195.59,1
Quote,AAPL,20190807-083817.976-0500,20190807-083817-0500,Q,195.56,1,20190807-083817-0500,V,195.59,1
Quote,AAPL,20190807-083818.036-0500,20190807-083818-0500,Z,195.56,4,20190807-083817-0500,V,195.59,1
Quote,AAPL,20190807-083818.037-0500,20190807-083818-0500,Z,195.56,4,20190807-083818-0500,N,195.6,7
Quote,AAPL,20190807-083818.057-0500,20190807-083818-0500,Z,195.56,4,20190807-083818-0500,P,195.6,1
Quote,AAPL,20190807-083818.057-0500,20190807-083818-0500,Z,195.56,4,20190807-083818-0500,N,195.6,1
Quote,AAPL,20190807-083818.059-0500,20190807-083818-0500,Z,195.56,4,20190807-083818-0500,N,195.61,4
Quote,AAPL,20190807-083818.059-0500,20190807-083818-0500,Z,195.56,4,20190807-083818-0500,Q,195.61,1
Quote,AAPL,20190807-083818.088-0500,20190807-083818-0500,Z,195.56,4,20190807-083818-0500,Q,195.6,1
Quote,AAPL,20190807-083818.088-0500,20190807-083818-0500,Z,195.56,4,20190807-083818-0500,N,195.61,1
Quote,AAPL,20190807-083818.088-0500,20190807-083818-0500,Z,195.57,2,20190807-083818-0500,N,195.61,1
Quote,AAPL,20190807-083818.089-0500,20190807-083818-0500,Z,195.57,2,20190807-083818-0500,V,195.61,1
Quote,AAPL,20190807-083818.089-0500,20190807-083818-0500,Z,195.57,2,20190807-083818-0500,Q,195.61,1
Quote,AAPL,20190807-083818.101-0500,20190807-083818-0500,J,195.58,4,20190807-083818-0500,Q,195.61,1
Quote,AAPL,20190807-083818.245-0500,20190807-083818-0500,J,195.58,4,20190807-083818-0500,N,195.62,4
Quote,AAPL,20190807-083818.308-0500,20190807-083818-0500,J,195.58,4,20190807-083818-0500,N,195.62,5
Quote,AAPL,20190807-083818.309-0500,20190807-083818-0500,J,195.58,4,20190807-083818-0500,N,195.62,6
Quote,AAPL,20190807-083818.309-0500,20190807-083818-0500,J,195.58,4,20190807-083818-0500,N,195.62,7
Quote,AAPL,20190807-083818.325-0500,20190807-083818-0500,J,195.6,1,20190807-083818-0500,N,195.62,7
Quote,AAPL,20190807-083818.325-0500,20190807-083818-0500,J,195.6,5,20190807-083818-0500,N,195.62,7
Quote,AAPL,20190807-083818.325-0500,20190807-083818-0500,J,195.6,5,20190807-083818-0500,N,195.62,3
Quote,AAPL,20190807-083818.325-0500,20190807-083818-0500,J,195.6,5,20190807-083818-0500,N,195.62,2
Quote,AAPL,20190807-083818.325-0500,20190807-083818-0500,J,195.6,4,20190807-083818-0500,N,195.62,2
Quote,AAPL,20190807-083818.325-0500,20190807-083818-0500,J,195.6,4,20190807-083818-0500,N,195.62,1
Quote,AAPL,20190807-083818.325-0500,20190807-083818-0500,J,195.6,3,20190807-083818-0500,N,195.62,1
Quote,AAPL,20190807-083818.389-0500,20190807-083818-0500,J,195.6,3,20190807-083818-0500,V,195.62,1
Quote,AAPL,20190807-083818.390-0500,20190807-083818-0500,J,195.6,3,20190807-083818-0500,P,195.64,4
Quote,AAPL,20190807-083818.527-0500,20190807-083818-0500,J,195.6,3,20190807-083818-0500,N,195.63,4
Quote,AAPL,20190807-083818.527-0500,20190807-083818-0500,J,195.6,3,20190807-083818-0500,N,195.63,5
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.6,3,20190807-083818-0500,N,195.62,1
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.6,3,20190807-083818-0500,N,195.62,2
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,N,195.62,2
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,Q,195.61,2
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,N,195.62,2
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,Q,195.61,1
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,Q,195.61,2
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,Q,195.61,1
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,N,195.62,2
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,P,195.62,6
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,N,195.61,6
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,N,195.61,7
Quote,AAPL,20190807-083818.763-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,N,195.61,8
Quote,AAPL,20190807-083818.790-0500,20190807-083818-0500,J,195.58,1,20190807-083818-0500,Q,195.6,2
Quote,AAPL,20190807-083819.121-0500,20190807-083819-0500,Q,195.56,2,20190807-083818-0500,Q,195.6,2
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,2,20190807-083819-0500,Q,195.6,3
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,2,20190807-083819-0500,N,195.6,5
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,2,20190807-083819-0500,P,195.6,6
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,2,20190807-083819-0500,P,195.6,7
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,2,20190807-083819-0500,N,195.6,6
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,2,20190807-083819-0500,Q,195.59,2
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,2,20190807-083819-0500,Q,195.59,3
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,1,20190807-083819-0500,Q,195.59,3
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,1,20190807-083819-0500,N,195.59,6
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,1,20190807-083819-0500,N,195.59,7
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,1,20190807-083819-0500,N,195.59,8
Quote,AAPL,20190807-083819.122-0500,20190807-083819-0500,Q,195.56,1,20190807-083819-0500,N,195.59,9
Quote,AAPL,20190807-083819.123-0500,20190807-083819-0500,Q,195.56,1,20190807-083819-0500,Q,195.58,2
Quote,AAPL,20190807-083819.123-0500,20190807-083819-0500,N,195.54,3,20190807-083819-0500,Q,195.58,2
Quote,AAPL,20190807-083819.123-0500,20190807-083819-0500,N,195.54,3,20190807-083819-0500,Q,195.57,1
Quote,AAPL,20190807-083819.123-0500,20190807-083819-0500,N,195.54,3,20190807-083819-0500,Q,195.57,2
Quote,AAPL,20190807-083819.123-0500,20190807-083819-0500,N,195.54,3,20190807-083819-0500,Q,195.57,3
Quote,AAPL,20190807-083819.124-0500,20190807-083819-0500,N,195.54,3,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.124-0500,20190807-083819-0500,P,195.54,3,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.124-0500,20190807-083819-0500,N,195.54,3,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.124-0500,20190807-083819-0500,P,195.54,3,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.124-0500,20190807-083819-0500,N,195.54,3,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.124-0500,20190807-083819-0500,P,195.53,4,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.124-0500,20190807-083819-0500,N,195.53,3,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.124-0500,20190807-083819-0500,Z,195.53,1,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,J,195.53,1,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,N,195.52,3,20190807-083819-0500,Q,195.56,1
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,N,195.52,3,20190807-083819-0500,Q,195.56,2
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,N,195.52,3,20190807-083819-0500,Q,195.55,1
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,N,195.52,3,20190807-083819-0500,Q,195.55,2
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,J,195.52,1,20190807-083819-0500,Q,195.55,2
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,P,195.51,2,20190807-083819-0500,Q,195.55,2
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,N,195.51,3,20190807-083819-0500,Q,195.55,2
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,P,195.51,2,20190807-083819-0500,Q,195.55,2
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,Q,195.51,1,20190807-083819-0500,Q,195.55,2
Quote,AAPL,20190807-083819.125-0500,20190807-083819-0500,N,195.51,2,20190807-083819-0500,Q,195.55,2
