#=Quote,EventSymbol,EventTime,BidTime,BidExchangeCode,BidPrice,BidSize,AskTime,AskExchangeCode,AskPrice,AskSize
Quote,AAPL,20190807-083610.822-0500,20190807-083610-0500,N,195.39,6,20190807-083610-0500,K,195.42,1
Quote,AAPL,20190807-083610.823-0500,20190807-083610-0500,N,195.39,6,20190807-083610-0500,Z,195.43,1
Quote,AAPL,20190807-083610.823-0500,20190807-083610-0500,Y,195.4,1,20190807-083610-0500,Z,195.43,1
Quote,AAPL,20190807-083610.824-0500,20190807-083610-0500,Y,195.4,1,20190807-083610-0500,Q,195.44,2
Quote,AAPL,20190807-083610.831-0500,20190807-083610-0500,Y,195.4,1,20190807-083610-0500,Z,195.43,1
Quote,AAPL,20190807-083610.831-0500,20190807-083610-0500,Q,195.42,1,20190807-083610-0500,Z,195.43,1
Quote,AAPL,20190807-083610.833-0500,20190807-083610-0500,Q,195.42,1,20190807-083610-0500,Q,195.44,2
Quote,AAPL,20190807-083610.847-0500,20190807-083610-0500,Q,195.42,1,20190807-083610-0500,Q,195.44,1
Quote,AAPL,20190807-083610.847-0500,20190807-083610-0500,Q,195.42,1,20190807-083610-0500,Z,195.45,3
Quote,AAPL,20190807-083610.847-0500,20190807-083610-0500,Q,195.43,1,20190807-083610-0500,Z,195.45,3
Quote,AAPL,20190807-083610.848-0500,20190807-083610-0500,Q,195.43,1,20190807-083610-0500,P,195.45,1
Quote,AAPL,20190807-083610.858-0500,20190807-083610-0500,Q,195.43,1,20190807-083610-0500,Q,195.46,1
Quote,AAPL,20190807-083610.858-0500,20190807-083610-0500,Q,195.42,1,20190807-083610-0500,Q,195.46,1
Quote,AAPL,20190807-083610.858-0500,20190807-083610-0500,V,195.43,1,20190807-083610-0500,Q,195.46,1
Quote,AAPL,20190807-083610.859-0500,20190807-083610-0500,Q,195.42,1,20190807-083610-0500,Q,195.46,1
Quote,AAPL,20190807-083610.882-0500,20190807-083610-0500,Q,195.42,1,20190807-083610-0500,V,195.46,2
Quote,AAPL,20190807-083610.945-0500,20190807-083610-0500,Q,195.42,1,20190807-083610-0500,Q,195.46,1
Quote,AAPL,20190807-083611.027-0500,20190807-083611-0500,Z,195.4,4,20190807-083611-0500,V,195.46,1
Quote,AAPL,20190807-083611.035-0500,20190807-083611-0500,Z,195.4,3,20190807-083611-0500,V,195.46,1
Quote,AAPL,20190807-083611.051-0500,20190807-083611-0500,Z,195.4,3,20190807-083611-0500,Z,195.45,2
Quote,AAPL,20190807-083611.051-0500,20190807-083611-0500,Z,195.4,2,20190807-083611-0500,Z,195.45,2
Quote,AAPL,20190807-083611.051-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,Z,195.45,2
Quote,AAPL,20190807-083611.051-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,Z,195.45,3
Quote,AAPL,20190807-083611.051-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,Z,195.45,2
Quote,AAPL,20190807-083611.079-0500,20190807-083611-0500,X,195.44,1,20190807-083611-0500,Z,195.45,2
Quote,AAPL,20190807-083611.080-0500,20190807-083611-0500,P,195.44,1,20190807-083611-0500,Z,195.45,2
Quote,AAPL,20190807-083611.080-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,Z,195.45,2
Quote,AAPL,20190807-083611.080-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,Z,195.45,1
Quote,AAPL,20190807-083611.080-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,P,195.45,2
Quote,AAPL,20190807-083611.080-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,V,195.45,1
Quote,AAPL,20190807-083611.080-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,N,195.45,2
Quote,AAPL,20190807-083611.080-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,V,195.45,1
Quote,AAPL,20190807-083611.080-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,Q,195.46,1
Quote,AAPL,20190807-083611.081-0500,20190807-083611-0500,Q,195.4,1,20190807-083611-0500,V,195.45,1
Quote,AAPL,20190807-083611.198-0500,20190807-083611-0500,V,195.4,1,20190807-083611-0500,V,195.45,1
Quote,AAPL,20190807-083611.199-0500,20190807-083611-0500,V,195.4,1,20190807-083611-0500,Q,195.45,2
Quote,AAPL,20190807-083611.199-0500,20190807-083611-0500,V,195.4,1,20190807-083611-0500,Q,195.44,1
Quote,AAPL,20190807-083611.199-0500,20190807-083611-0500,Q,195.38,12,20190807-083611-0500,Q,195.44,1
Quote,AAPL,20190807-083611.200-0500,20190807-083611-0500,Q,195.38,12,20190807-083611-0500,X,195.44,2
Quote,AAPL,20190807-083611.211-0500,20190807-083611-0500,Q,195.38,12,20190807-083611-0500,N,195.44,4
Quote,AAPL,20190807-083611.211-0500,20190807-083611-0500,Q,195.38,12,20190807-083611-0500,N,195.44,5
Quote,AAPL,20190807-083611.218-0500,20190807-083611-0500,Q,195.38,12,20190807-083611-0500,N,195.44,4
Quote,AAPL,20190807-083611.229-0500,20190807-083611-0500,Q,195.38,12,20190807-083611-0500,V,195.44,1
Quote,AAPL,20190807-083611.229-0500,20190807-083611-0500,Q,195.38,12,20190807-083611-0500,V,195.44,2
Quote,AAPL,20190807-083611.238-0500,20190807-083611-0500,Q,195.38,11,20190807-083611-0500,V,195.44,2
Quote,AAPL,20190807-083611.317-0500,20190807-083611-0500,Q,195.38,11,20190807-083611-0500,K,195.43,1
Quote,AAPL,20190807-083611.317-0500,20190807-083611-0500,Q,195.38,10,20190807-083611-0500,K,195.43,1
Quote,AAPL,20190807-083611.317-0500,20190807-083611-0500,Q,195.38,10,20190807-083611-0500,Q,195.43,2
Quote,AAPL,20190807-083611.317-0500,20190807-083611-0500,Q,195.38,10,20190807-083611-0500,N,195.43,3
Quote,AAPL,20190807-083611.318-0500,20190807-083611-0500,Q,195.38,10,20190807-083611-0500,Q,195.42,1
Quote,AAPL,20190807-083611.318-0500,20190807-083611-0500,Q,195.38,10,20190807-083611-0500,N,195.42,2
Quote,AAPL,20190807-083611.328-0500,20190807-083611-0500,Q,195.38,10,20190807-083611-0500,N,195.42,3
Quote,AAPL,20190807-083611.328-0500,20190807-083611-0500,Q,195.38,10,20190807-083611-0500,N,195.42,4
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.36,3,20190807-083611-0500,N,195.42,4
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.36,3,20190807-083611-0500,Q,195.41,1
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.36,3,20190807-083611-0500,Q,195.41,2
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.36,3,20190807-083611-0500,Q,195.41,4
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.36,3,20190807-083611-0500,Q,195.41,5
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.36,3,20190807-083611-0500,Q,195.41,6
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.36,3,20190807-083611-0500,Q,195.4,1
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.36,3,20190807-083611-0500,X,195.4,2
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.36,3,20190807-083611-0500,X,195.4,3
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,N,195.35,3,20190807-083611-0500,X,195.4,3
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.35,3,20190807-083611-0500,N,195.4,5
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,P,195.35,3,20190807-083611-0500,Q,195.39,2
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,N,195.35,3,20190807-083611-0500,Q,195.39,2
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,N,195.35,3,20190807-083611-0500,N,195.4,5
Quote,AAPL,20190807-083611.337-0500,20190807-083611-0500,N,195.35,3,20190807-083611-0500,Q,195.39,1
Quote,AAPL,20190807-083611.338-0500,20190807-083611-0500,P,195.35,3,20190807-083611-0500,Q,195.39,1
Quote,AAPL,20190807-083611.338-0500,20190807-083611-0500,N,195.34,4,20190807-083611-0500,Q,195.39,1
Quote,AAPL,20190807-083611.338-0500,20190807-083611-0500,N,195.34,4,20190807-083611-0500,N,195.39,6
Quote,AAPL,20190807-083611.338-0500,20190807-083611-0500,P,195.34,3,20190807-083611-0500,P,195.39,6
Quote,AAPL,20190807-083611.338-0500,20190807-083611-0500,P,195.34,3,20190807-083611-0500,N,195.39,6
Quote,AAPL,20190807-083611.338-0500,20190807-083611-0500,P,195.34,3,20190807-083611-0500,Q,195.39,1
Quote,AAPL,20190807-083611.339-0500,20190807-083611-0500,P,195.34,3,20190807-083611-0500,V,195.39,2
Quote,AAPL,20190807-083611.340-0500,20190807-083611-0500,Z,195.34,2,20190807-083611-0500,V,195.39,2
Quote,AAPL,20190807-083611.375-0500,20190807-083611-0500,Z,195.34,2,20190807-083611-0500,Q,195.38,2
Quote,AAPL,20190807-083611.379-0500,20190807-083611-0500,Z,195.34,2,20190807-083611-0500,V,195.38,1
Quote,AAPL,20190807-083611.647-0500,20190807-083611-0500,Z,195.34,2,20190807-083611-0500,Q,195.38,4
Quote,AAPL,20190807-083611.724-0500,20190807-083611-0500,Q,195.35,1,20190807-083611-0500,Q,195.38,4
Quote,AAPL,20190807-083611.726-0500,20190807-083611-0500,N,195.35,6,20190807-083611-0500,Q,195.38,4
Quote,AAPL,20190807-083611.726-0500,20190807-083611-0500,P,195.35,7,20190807-083611-0500,Q,195.38,4
Quote,AAPL,20190807-083611.750-0500,20190807-083611-0500,N,195.35,6,20190807-083611-0500,Q,195.38,4
Quote,AAPL,20190807-083611.750-0500,20190807-083611-0500,V,195.35,1,20190807-083611-0500,Q,195.38,4
Quote,AAPL,20190807-083611.751-0500,20190807-083611-0500,P,195.34,7,20190807-083611-0500,Q,195.38,4
Quote,AAPL,20190807-083611.843-0500,20190807-083611-0500,P,195.34,7,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083611.870-0500,20190807-083611-0500,P,195.34,3,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083611.871-0500,20190807-083611-0500,N,195.34,3,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083611.871-0500,20190807-083611-0500,Z,195.34,2,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.079-0500,20190807-083612-0500,J,195.36,1,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.109-0500,20190807-083612-0500,Z,195.34,2,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.179-0500,20190807-083612-0500,N,195.34,6,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.179-0500,20190807-083612-0500,N,195.34,7,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.179-0500,20190807-083612-0500,N,195.34,8,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.179-0500,20190807-083612-0500,N,195.34,7,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.179-0500,20190807-083612-0500,P,195.34,7,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.187-0500,20190807-083612-0500,N,195.34,7,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.260-0500,20190807-083612-0500,Z,195.34,2,20190807-083611-0500,Q,195.38,5
Quote,AAPL,20190807-083612.320-0500,20190807-083612-0500,Z,195.34,2,20190807-083612-0500,Q,195.38,1
Quote,AAPL,20190807-083612.331-0500,20190807-083612-0500,Z,195.34,2,20190807-083612-0500,Q,195.37,3
Quote,AAPL,20190807-083612.332-0500,20190807-083612-0500,Y,195.34,1,20190807-083612-0500,Q,195.37,3
Quote,AAPL,20190807-083612.580-0500,20190807-083612-0500,N,195.36,2,20190807-083612-0500,Q,195.37,3
Quote,AAPL,20190807-083612.580-0500,20190807-083612-0500,N,195.36,1,20190807-083612-0500,Q,195.37,3
Quote,AAPL,20190807-083612.580-0500,20190807-083612-0500,Y,195.34,1,20190807-083612-0500,Q,195.37,3
Quote,AAPL,20190807-083612.580-0500,20190807-083612-0500,B,195.36,1,20190807-083612-0500,Q,195.37,3
Quote,AAPL,20190807-083612.580-0500,20190807-083612-0500,Z,195.36,1,20190807-083612-0500,Q,195.37,3
Quote,AAPL,20190807-083612.580-0500,20190807-083612-0500,Y,195.34,1,20190807-083612-0500,Q,195.37,3
Quote,AAPL,20190807-083613.017-0500,20190807-083612-0500,Y,195.34,1,20190807-083613-0500,Q,195.38,1
Quote,AAPL,20190807-083613.017-0500,20190807-083612-0500,Y,195.34,1,20190807-083613-0500,N,195.39,3
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.35,1,20190807-083613-0500,N,195.39,3
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.35,2,20190807-083613-0500,N,195.39,3
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.35,3,20190807-083613-0500,N,195.39,3
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.35,4,20190807-083613-0500,N,195.39,3
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.35,5,20190807-083613-0500,N,195.39,3
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.36,2,20190807-083613-0500,N,195.39,3
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.36,3,20190807-083613-0500,N,195.39,3
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.36,3,20190807-083613-0500,N,195.39,1
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.36,3,20190807-083613-0500,P,195.4,4
Quote,AAPL,20190807-083613.017-0500,20190807-083613-0500,Q,195.36,3,20190807-083613-0500,P,195.4,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.36,3,20190807-083613-0500,N,195.4,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.36,3,20190807-083613-0500,P,195.4,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.36,3,20190807-083613-0500,N,195.4,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.36,3,20190807-083613-0500,P,195.4,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,N,195.36,5,20190807-083613-0500,P,195.4,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,P,195.36,6,20190807-083613-0500,P,195.4,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,N,195.36,6,20190807-083613-0500,P,195.41,4
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,P,195.36,7,20190807-083613-0500,P,195.41,4
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,P,195.36,8,20190807-083613-0500,P,195.41,4
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.37,2,20190807-083613-0500,P,195.41,4
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.37,3,20190807-083613-0500,P,195.41,4
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.37,3,20190807-083613-0500,N,195.41,2
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.37,3,20190807-083613-0500,P,195.42,3
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.37,3,20190807-083613-0500,V,195.4,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,Q,195.37,3,20190807-083613-0500,V,195.41,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,N,195.37,6,20190807-083613-0500,V,195.41,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,N,195.37,7,20190807-083613-0500,V,195.41,1
Quote,AAPL,20190807-083613.018-0500,20190807-083613-0500,P,195.37,7,20190807-083613-0500,V,195.41,1
Quote,AAPL,20190807-083613.019-0500,20190807-083613-0500,P,195.37,7,20190807-083613-0500,N,195.42,4
Quote,AAPL,20190807-083613.019-0500,20190807-083613-0500,P,195.37,7,20190807-083613-0500,P,195.42,3
Quote,AAPL,20190807-083613.029-0500,20190807-083613-0500,N,195.37,7,20190807-083613-0500,N,195.42,1
Quote,AAPL,20190807-083613.029-0500,20190807-083613-0500,P,195.37,7,20190807-083613-0500,V,195.42,1
Quote,AAPL,20190807-083613.038-0500,20190807-083613-0500,N,195.37,7,20190807-083613-0500,V,195.42,1
Quote,AAPL,20190807-083613.046-0500,20190807-083613-0500,P,195.37,7,20190807-083613-0500,V,195.42,1
Quote,AAPL,20190807-083613.046-0500,20190807-083613-0500,N,195.37,6,20190807-083613-0500,V,195.42,1
Quote,AAPL,20190807-083613.079-0500,20190807-083613-0500,J,195.39,1,20190807-083613-0500,V,195.42,1
Quote,AAPL,20190807-083613.119-0500,20190807-083613-0500,Q,195.39,2,20190807-083613-0500,V,195.42,1
Quote,AAPL,20190807-083613.119-0500,20190807-083613-0500,Q,195.39,2,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.119-0500,20190807-083613-0500,Q,195.39,3,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.119-0500,20190807-083613-0500,N,195.39,6,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.119-0500,20190807-083613-0500,N,195.39,7,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.119-0500,20190807-083613-0500,Q,195.4,2,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.120-0500,20190807-083613-0500,Q,195.4,3,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.120-0500,20190807-083613-0500,Q,195.4,4,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.120-0500,20190807-083613-0500,N,195.4,6,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.121-0500,20190807-083613-0500,N,195.4,7,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.121-0500,20190807-083613-0500,Q,195.41,2,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.121-0500,20190807-083613-0500,Q,195.41,3,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.121-0500,20190807-083613-0500,Q,195.41,4,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.121-0500,20190807-083613-0500,N,195.41,6,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.121-0500,20190807-083613-0500,N,195.41,7,20190807-083613-0500,V,195.44,1
Quote,AAPL,20190807-083613.122-0500,20190807-083613-0500,N,195.41,7,20190807-083613-0500,Q,195.45,1
Quote,AAPL,20190807-083613.122-0500,20190807-083613-0500,P,195.41,8,20190807-083613-0500,Q,195.45,1
Quote,AAPL,20190807-083613.127-0500,20190807-083613-0500,P,195.41,8,20190807-083613-0500,V,195.45,1
Quote,AAPL,20190807-083613.131-0500,20190807-083613-0500,Q,195.42,2,20190807-083613-0500,V,195.45,1
Quote,AAPL,20190807-083613.132-0500,20190807-083613-0500,N,195.42,6,20190807-083613-0500,V,195.45,1
Quote,AAPL,20190807-083613.132-0500,20190807-083613-0500,N,195.42,7,20190807-083613-0500,V,195.45,1
Quote,AAPL,20190807-083613.132-0500,20190807-083613-0500,P,195.42,8,20190807-083613-0500,V,195.45,1
Quote,AAPL,20190807-083613.132-0500,20190807-083613-0500,P,195.42,8,20190807-083613-0500,V,195.46,1
Quote,AAPL,20190807-083613.133-0500,20190807-083613-0500,P,195.42,8,20190807-083613-0500,Q,195.47,5
Quote,AAPL,20190807-083613.162-0500,20190807-083613-0500,P,195.42,7,20190807-083613-0500,Q,195.47,5
Quote,AAPL,20190807-083613.162-0500,20190807-083613-0500,P,195.42,6,20190807-083613-0500,Q,195.47,5
Quote,AAPL,20190807-083613.162-0500,20190807-083613-0500,V,195.42,1,20190807-083613-0500,Q,195.47,5
Quote,AAPL,20190807-083613.163-0500,20190807-083613-0500,P,195.41,7,20190807-083613-0500,Q,195.47,5
Quote,AAPL,20190807-083613.200-0500,20190807-083613-0500,X,195.42,1,20190807-083613-0500,Q,195.47,5
Quote,AAPL,20190807-083613.221-0500,20190807-083613-0500,X,195.42,1,20190807-083613-0500,V,195.46,1
Quote,AAPL,20190807-083613.236-0500,20190807-083613-0500,P,195.41,7,20190807-083613-0500,V,195.46,1
Quote,AAPL,20190807-083613.237-0500,20190807-083613-0500,P,195.41,7,20190807-083613-0500,Q,195.47,5
Quote,AAPL,20190807-083613.552-0500,20190807-083613-0500,P,195.41,6,20190807-083613-0500,Q,195.47,5
Quote,AAPL,20190807-083613.552-0500,20190807-083613-0500,P,195.41,6,20190807-083613-0500,V,195.46,1
Quote,AAPL,20190807-083613.553-0500,20190807-083613-0500,N,195.41,3,20190807-083613-0500,V,195.46,1
Quote,AAPL,20190807-083613.553-0500,20190807-083613-0500,V,195.41,1,20190807-083613-0500,V,195.46,1
Quote,AAPL,20190807-083613.554-0500,20190807-083613-0500,P,195.4,7,20190807-083613-0500,V,195.46,1
Quote,AAPL,20190807-083613.594-0500,20190807-083613-0500,P,195.4,4,20190807-083613-0500,V,195.46,1
Quote,AAPL,20190807-083613.846-0500,20190807-083613-0500,P,195.4,4,20190807-083613-0500,Q,195.46,2
Quote,AAPL,20190807-083613.847-0500,20190807-083613-0500,P,195.4,4,20190807-083613-0500,N,195.45,1
Quote,AAPL,20190807-083613.849-0500,20190807-083613-0500,P,195.4,4,20190807-083613-0500,V,195.45,1
Quote,AAPL,20190807-083613.892-0500,20190807-083613-0500,Q,195.42,1,20190807-083613-0500,V,195.45,1
Quote,AAPL,20190807-083613.892-0500,20190807-083613-0500,Q,195.42,2,20190807-083613-0500,V,195.45,1
Quote,AAPL,20190807-083613.893-0500,20190807-083613-0500,K,195.43,1,20190807-083613-0500,V,195.45,1
Quote,AAPL,20190807-083613.893-0500,20190807-083613-0500,K,195.43,1,20190807-083613-0500,Z,195.47,1
Quote,AAPL,20190807-083613.893-0500,20190807-083613-0500,Q,195.43,2,20190807-083613-0500,Z,195.47,1
Quote,AAPL,20190807-083613.893-0500,20190807-083613-0500,K,195.43,1,20190807-083613-0500,Z,195.47,1
Quote,AAPL,20190807-083613.893-0500,20190807-083613-0500,N,195.43,2,20190807-083613-0500,Z,195.47,1
Quote,AAPL,20190807-083613.893-0500,20190807-083613-0500,P,195.43,3,20190807-083613-0500,Z,195.47,1
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,P,195.43,3,20190807-083613-0500,V,195.47,1
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,P,195.43,3,20190807-083613-0500,P,195.48,6
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,P,195.48,6
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,N,195.49,4
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,N,195.44,2,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,N,195.44,3,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,N,195.44,6,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,N,195.44,3,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,N,195.44,2,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.894-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.895-0500,20190807-083613-0500,Q,195.47,1,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.895-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.895-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,Q,195.47,1
Quote,AAPL,20190807-083613.895-0500,20190807-083613-0500,Q,195.46,1,20190807-083613-0500,Q,195.47,1
Quote,AAPL,20190807-083613.896-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,Q,195.47,1
Quote,AAPL,20190807-083613.896-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.896-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,Q,195.48,1
Quote,AAPL,20190807-083613.896-0500,20190807-083613-0500,K,195.44,1,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.896-0500,20190807-083613-0500,Q,195.47,1,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.896-0500,20190807-083613-0500,Q,195.47,1,20190807-083613-0500,Q,195.48,1
Quote,AAPL,20190807-083613.896-0500,20190807-083613-0500,Q,195.47,1,20190807-083613-0500,P,195.49,4
Quote,AAPL,20190807-083613.896-0500,20190807-083613-0500,Q,195.47,1,20190807-083613-0500,N,195.49,4
Quote,AAPL,20190807-083613.896-0500,20190807-083613-0500,Q,195.47,1,20190807-083613-0500,N,195.49,3
Quote,AAPL,20190807-083613.906-0500,20190807-083613-0500,Q,195.47,1,20190807-083613-0500,Q,195.49,1
Quote,AAPL,20190807-083613.908-0500,20190807-083613-0500,Q,195.47,1,20190807-083613-0500,Q,195.5,15
Quote,AAPL,20190807-083613.944-0500,20190807-083613-0500,N,195.45,3,20190807-083613-0500,Q,195.5,15
Quote,AAPL,20190807-083613.944-0500,20190807-083613-0500,N,195.45,3,20190807-083613-0500,Q,195.5,16
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,N,195.45,3,20190807-083613-0500,Q,195.49,1
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,N,195.45,3,20190807-083613-0500,X,195.49,1
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,N,195.45,3,20190807-083613-0500,Q,195.49,1
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,N,195.45,4,20190807-083613-0500,Q,195.49,1
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,N,195.45,4,20190807-083613-0500,Q,195.49,2
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,P,195.45,3,20190807-083613-0500,Q,195.49,2
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,N,195.45,3,20190807-083613-0500,Q,195.49,2
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,N,195.45,3,20190807-083613-0500,Q,195.48,2
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,N,195.45,3,20190807-083613-0500,Q,195.49,2
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,P,195.44,3,20190807-083613-0500,Q,195.49,2
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,P,195.44,3,20190807-083613-0500,Q,195.48,1
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,P,195.44,3,20190807-083613-0500,P,195.48,1
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,V,195.45,1,20190807-083613-0500,P,195.48,1
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,V,195.45,1,20190807-083613-0500,Q,195.47,1
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,V,195.45,1,20190807-083613-0500,P,195.47,2
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,V,195.45,1,20190807-083613-0500,P,195.47,3
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,V,195.45,1,20190807-083613-0500,P,195.47,4
Quote,AAPL,20190807-083613.945-0500,20190807-083613-0500,V,195.44,1,20190807-083613-0500,P,195.47,4
