TimeShort,TimeLong,Temp
-10.0,-10.0,1.92
-9.45242984257358,-10.0,2.64
-8.904859685147159,-10.0,2.712
-8.35728952772074,-10.0,2.2800000000000002
-7.809719370294319,-10.0,2.6879999999999997
-7.262149212867898,-10.0,2.868
-6.714579055441479,-10.0,2.1239999999999997
-6.167008898015059,-10.0,2.784
-5.619438740588638,-10.0,2.7239999999999998
-5.0718685831622174,-10.0,3.4560000000000004
-4.524298425735798,-10.0,3.132
-3.976728268309378,-10.0,2.94
-3.429158110882957,-10.0,3.984
-2.8815879534565365,-10.0,2.8920000000000003
-2.3340177960301167,-10.0,3.4799999999999995
-1.786447638603697,-10.0,3.9959999999999996
-1.2388774811772763,-10.0,3.6719999999999997
-0.6913073237508556,-10.0,3.42
-0.1437371663244349,-10.0,3.6239999999999997
0.403832991101984,-10.0,3.684
0.9514031485284047,-10.0,4.9079999999999995
1.4989733059548254,-10.0,3.9000000000000004
2.0465434633812443,-10.0,4.164000000000001
2.594113620807665,-10.0,3.7800000000000002
3.1416837782340856,-10.0,4.524
3.6892539356605063,-10.0,3.588
4.236824093086927,-10.0,3.6239999999999997
4.784394250513346,-10.0,3.6239999999999997
5.331964407939767,-10.0,2.94
5.879534565366187,-10.0,3.06
6.427104722792606,-10.0,2.7720000000000002
6.974674880219027,-10.0,2.232
7.5222450376454475,-10.0,3.048
8.069815195071868,-10.0,2.1239999999999997
8.617385352498289,-10.0,2.076
9.16495550992471,-10.0,1.4760000000000002
9.71252566735113,-10.0,1.98
-9.739904175222451,-9.411764705882353,2.064
-9.19233401779603,-9.411764705882353,2.0039999999999996
-8.64476386036961,-9.411764705882353,1.4760000000000002
-8.097193702943189,-9.411764705882353,1.4160000000000001
-7.549623545516769,-9.411764705882353,2.184
-7.002053388090349,-9.411764705882353,2.6279999999999997
-6.454483230663929,-9.411764705882353,2.784
-5.906913073237509,-9.411764705882353,2.508
-5.359342915811088,-9.411764705882353,2.7600000000000002
-4.811772758384668,-9.411764705882353,2.328
-4.264202600958248,-9.411764705882353,2.46
-3.716632443531828,-9.411764705882353,2.9520000000000004
-3.169062286105407,-9.411764705882353,2.4960000000000004
-2.6214921286789874,-9.411764705882353,2.5920000000000005
-2.0739219712525667,-9.411764705882353,3.168
-1.526351813826146,-9.411764705882353,2.904
-0.9787816563997271,-9.411764705882353,2.7960000000000003
-0.43121149897330646,-9.411764705882353,3.444
0.11635865845311599,-9.411764705882353,4.344
0.6639288158795349,-9.411764705882353,3.5999999999999996
1.2114989733059556,-9.411764705882353,3.5759999999999996
1.7590691307323763,-9.411764705882353,4.055999999999999
2.306639288158795,-9.411764705882353,4.128
2.854209445585216,-9.411764705882353,3.9000000000000004
3.4017796030116365,-9.411764705882353,4.128
3.949349760438057,-9.411764705882353,3.9959999999999996
4.496919917864478,-9.411764705882353,3.516
5.044490075290897,-9.411764705882353,3.2879999999999994
5.5920602327173174,-9.411764705882353,3.024
6.139630390143736,-9.411764705882353,2.328
6.687200547570157,-9.411764705882353,2.7479999999999998
7.234770704996578,-9.411764705882353,2.3760000000000003
7.782340862422998,-9.411764705882353,2.328
8.329911019849419,-9.411764705882353,2.1239999999999997
8.87748117727584,-9.411764705882353,1.02
9.42505133470226,-9.411764705882353,2.7600000000000002
9.972621492128681,-9.411764705882353,2.412
-9.4798083504449,-8.823529411764707,1.584
-8.932238193018481,-8.823529411764707,1.392
-8.38466803559206,-8.823529411764707,1.356
-7.83709787816564,-8.823529411764707,2.232
-7.289527720739219,-8.823529411764707,1.7879999999999998
-6.741957563312799,-8.823529411764707,2.364
-6.1943874058863795,-8.823529411764707,2.436
-5.646817248459959,-8.823529411764707,2.6279999999999997
-5.099247091033538,-8.823529411764707,2.268
-4.551676933607118,-8.823529411764707,3.108
-4.0041067761806985,-8.823529411764707,3.2520000000000002
-3.456536618754278,-8.823529411764707,2.868
-2.908966461327857,-8.823529411764707,2.928
-2.3613963039014374,-8.823529411764707,4.224
-1.8138261464750176,-8.823529411764707,3.4079999999999995
-1.266255989048597,-8.823529411764707,3.9359999999999995
-0.7186858316221763,-8.823529411764707,3.132
-0.17111567419575735,-8.823529411764707,4.644
0.37645448323066333,-8.823529411764707,3.4920000000000004
0.924024640657084,-8.823529411764707,3.864
1.4715947980835047,-8.823529411764707,4.176
2.0191649555099254,-8.823529411764707,3.9479999999999995
2.5667351129363443,-8.823529411764707,3.5039999999999996
3.114305270362765,-8.823529411764707,3.564
3.6618754277891856,-8.823529411764707,3.216
4.2094455852156045,-8.823529411764707,3.732
4.757015742642025,-8.823529411764707,3.84
5.304585900068446,-8.823529411764707,2.664
5.852156057494867,-8.823529411764707,2.328
6.399726214921287,-8.823529411764707,2.3520000000000003
6.947296372347708,-8.823529411764707,3.096
7.494866529774129,-8.823529411764707,2.1479999999999997
8.042436687200546,-8.823529411764707,2.316
8.590006844626966,-8.823529411764707,2.292
9.137577002053387,-8.823529411764707,2.388
9.685147159479808,-8.823529411764707,1.7399999999999998
-9.767282683093772,-8.235294117647058,2.652
-9.219712525667351,-8.235294117647058,2.7720000000000002
-8.67214236824093,-8.235294117647058,1.98
-8.12457221081451,-8.235294117647058,1.8719999999999999
-7.577002053388091,-8.235294117647058,1.572
-7.02943189596167,-8.235294117647058,2.2439999999999998
-6.48186173853525,-8.235294117647058,2.3760000000000003
-5.9342915811088295,-8.235294117647058,2.604
-5.38672142368241,-8.235294117647058,2.2439999999999998
-4.839151266255989,-8.235294117647058,2.7239999999999998
-4.291581108829568,-8.235294117647058,2.8560000000000003
